timestamp,Inlet_Temperature,Ambient_Humidity,Off_Gas_Fraction_Percentage,Outlet_Flow_Rate_SP,Outlet_Pressure_SP,Outlet_Temperature,Inlet_Flow_Rate,Inlet_Pressure,Outlet_Flow_Rate,Temperature_Rise,Inlet_Pressure_x_Flow,Temp_x_Flow
2024-08-02 00:00:00+00:00,271.8165392,44.73361975,2.99691701,50.0,100.0,303.6009162,53.67920271,105.5545316,57.37492336,31.78437699999995,5666.0830987155005,14590.895107647462
2024-08-03 00:00:00+00:00,258.6625538,30.69921027,94.28469943,50.0,100.0,297.9047583,50.57794735,102.291654,54.78132536,39.242204500000014,5173.701890356417,13082.621027512943
2024-08-04 00:00:00+00:00,255.4289247,33.14427065,87.818509905,50.0,100.0,292.4123586,58.70626124,103.959676,63.71927051,36.983433899999994,6103.083897681759,14995.27718169049
2024-08-05 00:00:00+00:00,264.0390633,42.81074598,81.35232038,50.0,100.0,297.5330537,57.09639177,106.1039984,57.33534163,33.49399039999997,6058.155461009853,15075.677800760628
2024-08-06 00:00:00+00:00,265.9021175,44.42909617,52.58901711,50.0,100.0,302.0944417,57.9081375,102.5365373,59.54958387,36.19232420000003,5937.699900742279,15397.896381731156
2024-08-07 00:00:00+00:00,255.7942402,34.95727367,93.51682998,50.0,100.0,291.8272861,54.34879203,107.869347,56.64247228,36.03304589999999,5862.568706514904,13902.107963101666
2024-08-08 00:00:00+00:00,269.0031479,35.59768174,32.90059447,50.0,100.0,308.8391105,58.47723908,107.1169515,59.89932548,39.835962600000016,6263.903582386264,15730.561393020898
2024-08-09 00:00:00+00:00,265.779948,41.81217736,63.3333671,50.0,100.0,298.2827788,57.10028138,100.3993938,57.52955786,32.50283080000003,5732.833636361427,15176.109815961767
2024-08-10 00:00:00+00:00,264.77374925000004,30.13513019,0.630947591,50.0,100.0,296.7337004,54.84762678,108.5572167,58.97042424,31.959951149999938,5954.1057058371825,14522.211780005307
2024-08-11 00:00:00+00:00,263.7675505,41.76770784,65.13275896,50.0,100.0,295.184622,52.47204702,109.4025228,54.05899322,31.417071499999963,5740.574320468222,13840.423312186225
2024-08-12 00:00:00+00:00,266.4364021,33.80092582,0.951123684,50.0,100.0,305.9743903,53.02390548,101.9215013,57.55313828,39.53798819999997,5404.276051310898,14127.498601381674
