timestamp,Outlet_Pressure
2024-08-02 00:00:00+00:00,108.4484809
2024-08-03 00:00:00+00:00,107.8936896
2024-08-04 00:00:00+00:00,107.4329896
2024-08-05 00:00:00+00:00,100.9843631
2024-08-06 00:00:00+00:00,103.7570745
2024-08-07 00:00:00+00:00,104.1620225
2024-08-08 00:00:00+00:00,108.710003
2024-08-09 00:00:00+00:00,106.8648212
2024-08-10 00:00:00+00:00,109.4587933
2024-08-11 00:00:00+00:00,107.653712
2024-08-12 00:00:00+00:00,101.295786
2024-08-14 00:00:00+00:00,108.1545892
2024-08-16 00:00:00+00:00,101.6864897
2024-08-17 00:00:00+00:00,103.8044868
2024-08-18 00:00:00+00:00,108.7043691
2024-08-19 00:00:00+00:00,101.7313972
2024-08-20 00:00:00+00:00,101.7086471
2024-08-21 00:00:00+00:00,107.317489
2024-08-22 00:00:00+00:00,105.353984
2024-08-23 00:00:00+00:00,106.0777788
2024-08-24 00:00:00+00:00,107.8914772
2024-08-25 00:00:00+00:00,102.9491058
2024-08-26 00:00:00+00:00,108.6842826
2024-08-27 00:00:00+00:00,103.8311106
2024-08-28 00:00:00+00:00,102.5772041
2024-08-29 00:00:00+00:00,103.9474935
2024-08-30 00:00:00+00:00,101.7486866
2024-08-31 00:00:00+00:00,102.8214556
2024-09-01 00:00:00+00:00,180.9786055
2024-09-02 00:00:00+00:00,183.1996279
2024-09-03 00:00:00+00:00,186.1143769
2024-09-04 00:00:00+00:00,186.4753485
2024-09-05 00:00:00+00:00,189.2258964
2024-09-06 00:00:00+00:00,188.6082293
2024-09-07 00:00:00+00:00,182.6501026
2024-09-08 00:00:00+00:00,188.6825383
2024-09-09 00:00:00+00:00,187.4670764
2024-09-10 00:00:00+00:00,188.5138039
2024-09-11 00:00:00+00:00,183.0670387
2024-09-12 00:00:00+00:00,185.3706583
2024-09-13 00:00:00+00:00,181.5833019
2024-09-14 00:00:00+00:00,189.380596
2024-09-15 00:00:00+00:00,188.0110897
2024-09-16 00:00:00+00:00,183.9195423
2024-09-18 00:00:00+00:00,188.0132085
2024-09-19 00:00:00+00:00,182.5669663
2024-09-20 00:00:00+00:00,181.2149483
2024-09-21 00:00:00+00:00,187.1729758
2024-09-22 00:00:00+00:00,182.7677397
2024-09-23 00:00:00+00:00,180.8016813
2024-09-24 00:00:00+00:00,181.2934754
2024-09-25 00:00:00+00:00,185.1389157
2024-09-26 00:00:00+00:00,188.3789668
2024-09-27 00:00:00+00:00,181.195713
2024-09-28 00:00:00+00:00,186.0159068
2024-09-29 00:00:00+00:00,187.2174336
2024-09-30 00:00:00+00:00,187.7696359
2024-10-01 00:00:00+00:00,149.0740001
2024-10-02 00:00:00+00:00,140.9931334
2024-10-03 00:00:00+00:00,149.358622
2024-10-04 00:00:00+00:00,148.6224721
2024-10-05 00:00:00+00:00,142.6301937
2024-10-06 00:00:00+00:00,142.6133058
2024-10-07 00:00:00+00:00,144.1359356
2024-10-08 00:00:00+00:00,142.676956
2024-10-09 00:00:00+00:00,148.7655259
2024-10-10 00:00:00+00:00,147.095351
2024-10-11 00:00:00+00:00,149.647108
2024-10-12 00:00:00+00:00,143.858366
2024-10-13 00:00:00+00:00,141.0188602
2024-10-14 00:00:00+00:00,145.6831087
2024-10-15 00:00:00+00:00,147.1222968
2024-10-16 00:00:00+00:00,149.9228011
2024-10-17 00:00:00+00:00,141.5437995
2024-10-18 00:00:00+00:00,149.6305794
2024-10-19 00:00:00+00:00,143.8927711
2024-10-20 00:00:00+00:00,142.4241798
2024-10-21 00:00:00+00:00,143.4339853
2024-10-22 00:00:00+00:00,146.5390598
2024-10-23 00:00:00+00:00,146.0559461
2024-10-24 00:00:00+00:00,144.8847654
2024-10-25 00:00:00+00:00,149.2795146
2024-10-26 00:00:00+00:00,146.7486989
2024-10-27 00:00:00+00:00,148.7252836
2024-10-28 00:00:00+00:00,147.4467022
2024-10-29 00:00:00+00:00,143.823443
2024-10-30 00:00:00+00:00,144.5295684
2024-10-31 00:00:00+00:00,146.5511816
2024-11-01 00:00:00+00:00,144.2739817
2024-11-02 00:00:00+00:00,139.7406275
2024-11-03 00:00:00+00:00,140.352484
2024-11-04 00:00:00+00:00,139.407117
2024-11-05 00:00:00+00:00,142.8764356
2024-11-06 00:00:00+00:00,137.5246191
2024-11-07 00:00:00+00:00,135.6786722
2024-11-08 00:00:00+00:00,138.9182817
2024-11-09 00:00:00+00:00,135.7495534
2024-11-10 00:00:00+00:00,140.0230719
2024-11-11 00:00:00+00:00,138.817583
2024-11-12 00:00:00+00:00,138.5530709
2024-11-13 00:00:00+00:00,130.9399848
2024-11-14 00:00:00+00:00,138.611477
2024-11-15 00:00:00+00:00,133.0595341
2024-11-16 00:00:00+00:00,129.2999909
2024-11-17 00:00:00+00:00,128.486383
2024-11-19 00:00:00+00:00,130.569008
2024-11-20 00:00:00+00:00,131.1509233
2024-11-21 00:00:00+00:00,129.9302614
2024-11-22 00:00:00+00:00,127.5710793
2024-11-23 00:00:00+00:00,132.0162514
2024-11-24 00:00:00+00:00,123.8150175
2024-11-25 00:00:00+00:00,127.3125717
2024-11-26 00:00:00+00:00,122.6741246
2024-11-27 00:00:00+00:00,121.2497714
2024-11-28 00:00:00+00:00,121.158203
2024-11-29 00:00:00+00:00,123.7082925
2024-11-30 00:00:00+00:00,123.5122759
2024-12-01 00:00:00+00:00,0.0
2024-12-02 00:00:00+00:00,0.0
2024-12-03 00:00:00+00:00,0.0
2024-12-04 00:00:00+00:00,0.0
2024-12-05 00:00:00+00:00,0.0
2024-12-06 00:00:00+00:00,0.0
2024-12-07 00:00:00+00:00,0.0
2024-12-08 00:00:00+00:00,0.0
2024-12-09 00:00:00+00:00,0.0
2024-12-10 00:00:00+00:00,0.0
2024-12-11 00:00:00+00:00,0.0
2024-12-12 00:00:00+00:00,0.0
2024-12-13 00:00:00+00:00,0.0
2024-12-14 00:00:00+00:00,0.0
2024-12-15 00:00:00+00:00,0.0
2024-12-16 00:00:00+00:00,0.0
2024-12-17 00:00:00+00:00,0.0
2024-12-18 00:00:00+00:00,0.0
2024-12-19 00:00:00+00:00,0.0
2024-12-20 00:00:00+00:00,0.0
2024-12-21 00:00:00+00:00,0.0
2024-12-22 00:00:00+00:00,0.0
2024-12-23 00:00:00+00:00,0.0
2024-12-24 00:00:00+00:00,0.0
2024-12-25 00:00:00+00:00,0.0
2024-12-26 00:00:00+00:00,0.0
2024-12-27 00:00:00+00:00,0.0
2024-12-28 00:00:00+00:00,0.0
2024-12-29 00:00:00+00:00,0.0
2024-12-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-01 00:00:00+00:00,81.15063742
2025-01-02 00:00:00+00:00,85.95290567
2025-01-03 00:00:00+00:00,83.55309004
2025-01-04 00:00:00+00:00,84.10451636
2025-01-05 00:00:00+00:00,88.53306111
2025-01-06 00:00:00+00:00,84.43668578
2025-01-07 00:00:00+00:00,80.27857367
2025-01-08 00:00:00+00:00,81.90801423
2025-01-09 00:00:00+00:00,88.74707007
2025-01-10 00:00:00+00:00,83.69333641
2025-01-11 00:00:00+00:00,84.7365169
2025-01-12 00:00:00+00:00,80.82197676
2025-01-13 00:00:00+00:00,89.2466977
2025-01-14 00:00:00+00:00,83.11053336
2025-01-15 00:00:00+00:00,88.23640197
2025-01-16 00:00:00+00:00,83.92402598
2025-01-17 00:00:00+00:00,80.58404305
2025-01-18 00:00:00+00:00,83.91446472
2025-01-19 00:00:00+00:00,85.23543681
2025-01-20 00:00:00+00:00,82.50713738
2025-01-21 00:00:00+00:00,84.65511569
2025-01-22 00:00:00+00:00,84.93006004
2025-01-23 00:00:00+00:00,80.88190564
2025-01-24 00:00:00+00:00,86.53917351
2025-01-25 00:00:00+00:00,83.7247869
2025-01-26 00:00:00+00:00,86.19421935
2025-01-27 00:00:00+00:00,86.28369467
2025-01-28 00:00:00+00:00,87.47500175
2025-01-29 00:00:00+00:00,87.00647906
2025-01-30 00:00:00+00:00,82.51601516
2025-01-31 00:00:00+00:00,89.64553316
2025-02-01 00:00:00+00:00,85.49039755
2025-02-02 00:00:00+00:00,81.25575666
2025-02-03 00:00:00+00:00,87.83178988
2025-02-04 00:00:00+00:00,83.78377645
2025-02-05 00:00:00+00:00,82.61631146
2025-02-06 00:00:00+00:00,84.18759871
2025-02-08 00:00:00+00:00,81.90796691
2025-02-09 00:00:00+00:00,79.20188961
2025-02-10 00:00:00+00:00,79.29118716
2025-02-11 00:00:00+00:00,78.61051861
2025-02-12 00:00:00+00:00,77.75833803
2025-02-13 00:00:00+00:00,83.55118223
2025-02-14 00:00:00+00:00,77.89074329
2025-02-15 00:00:00+00:00,77.2083075
2025-02-16 00:00:00+00:00,74.00338198
2025-02-17 00:00:00+00:00,72.72353436
2025-02-18 00:00:00+00:00,71.83305306
2025-02-19 00:00:00+00:00,72.93938475
2025-02-20 00:00:00+00:00,76.37496005
2025-02-21 00:00:00+00:00,78.78569322
2025-02-22 00:00:00+00:00,77.67220392
2025-02-23 00:00:00+00:00,69.3022882
2025-02-24 00:00:00+00:00,69.94891453
2025-02-25 00:00:00+00:00,76.6015723
2025-02-26 00:00:00+00:00,72.8188291
2025-02-27 00:00:00+00:00,68.88910525
2025-02-28 00:00:00+00:00,69.3214294
2025-03-01 00:00:00+00:00,68.19301523
2025-03-02 00:00:00+00:00,65.66348952
2025-03-03 00:00:00+00:00,68.87188336
2025-03-04 00:00:00+00:00,67.19817391
2025-03-05 00:00:00+00:00,65.89210583
2025-03-06 00:00:00+00:00,66.48094686
2025-03-07 00:00:00+00:00,63.64456311
2025-03-08 00:00:00+00:00,69.12792709
2025-03-09 00:00:00+00:00,66.523072
2025-03-10 00:00:00+00:00,64.41799982
2025-03-11 00:00:00+00:00,61.90574016
2025-03-12 00:00:00+00:00,58.27821154
2025-03-13 00:00:00+00:00,64.76183082
2025-03-14 00:00:00+00:00,58.89062108
2025-03-15 00:00:00+00:00,65.91790911
2025-03-16 00:00:00+00:00,60.812785
2025-03-17 00:00:00+00:00,61.41469476
2025-03-18 00:00:00+00:00,56.86554187
2025-03-19 00:00:00+00:00,58.63316914
2025-03-20 00:00:00+00:00,57.98649981
2025-03-21 00:00:00+00:00,56.17719908
2025-03-22 00:00:00+00:00,59.44417192
2025-03-23 00:00:00+00:00,60.66818237
2025-03-24 00:00:00+00:00,57.80344695
2025-03-25 00:00:00+00:00,53.34515039
2025-03-26 00:00:00+00:00,55.37928965
2025-03-27 00:00:00+00:00,51.20065768
2025-03-28 00:00:00+00:00,56.41602924
2025-03-29 00:00:00+00:00,56.99117474
2025-03-30 00:00:00+00:00,50.42520769
